number,pIC50(pred),cid,name,smiles,rex,rUV,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,Vmol,MW,B1,B2,B3,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
kampo_0400,6.497610503,71448959,"2-[(1R,5R)-5-[2,4-Dihydroxy-3-(3-methylbut-2-enyl)benzoyl]-5-(2,4-dihydroxyphenyl)-3-methylcyclohex-2-en-1-yl]-1,3,5a,8-tetrahydroxy-10a-(3-methylbut-2-enyl)-[1]benzofuro[3,2-b]chromen-11-one",CC1=CC(CC(C1)(C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C5=C(C=C4O)OC6(C7=C(C=C(C=C7)O)OC6(C5=O)CC=C(C)C)O)O,28.38210368,18.78877133,92.91413014,36.84363759,80.03117731,7.66306277,0.42167634,0.34574976,-0.37900786,0.67192285,0.895397,3.64169819,0.97161065,0.80477974,-1.0857989,4.7837,527.71,776.835,24.53816191,13.55302955,10.79250307,0.261390072,0.235166851,0.221847546,0.208398458,0.198212127,0.194897581,0.192340982,0.191578221,0.189207599,0.175494016,0.16967558,0.169076,0.167115092,0.165109137,0.165035565,0.164163178,0.163145444,0.1625065,0.160588396,0.159583805,0.158664678,0.158624409,0.158496188,0.156884894,0.156108527,0.155632334,0.152445996,0.1513134,0.151114469,0.150344288
kampo_1015,6.307521022,101676953,CID 101676953,C1C(C(OC2=C1C(=C(C(=C2)O)C3C4C5C6C(COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9C1=C(C(=C(C(=C1O)O)O)C1=C(C3=C(C(=C1O)O)O)C(=O)O4)C(=O)O5)O)O)O)O)C1=CC(=C(C=C1)O)O)O,86.80352909,65.50461968,93.070048,51.84024186,78.15044074,7.02308889,0.45558724,0.38252625,0.37157518,0.71315105,0.71324439,3.6605263,0.95924924,1.04677751,-2.3257141,15.3049,714.21,1206.889,22.39418072,13.27060209,12.9465396,0.231867928,0.225489312,0.224961757,0.218226257,0.217023308,0.21507689,0.210495295,0.20761102,0.20690654,0.206475058,0.20588417,0.202322664,0.201950845,0.200304463,0.199932023,0.199600798,0.199191283,0.198945588,0.198641294,0.195779005,0.193143409,0.19278595,0.191328971,0.18934732,0.189322226,0.189007333,0.18777227,0.185442745,0.184959124,0.183793122
kampo_2591,6.164948258,73111,Sennoside A,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,54.02595182,66.10224946,92.4723089,40.84600139,81.39222339,8.53963466,0.39617202,0.31672651,1.39985139,0.40137612,0.35139713,3.73023435,0.5918904,0.80134653,-1.12376722,3.756,503.087,862.746,21.07675565,11.22457284,7.825350278,0.301286493,0.288825347,0.249631793,0.241347685,0.21967883,0.213010693,0.210380157,0.208877285,0.207856994,0.207172305,0.205427392,0.202959144,0.193997711,0.188643652,0.185188615,0.181762001,0.180792595,0.179713895,0.17771459,0.175916967,0.175189643,0.17308824,0.171889235,0.171479525,0.16995819,0.168313332,0.167549092,0.166364438,0.166030217,0.165354852
kampo_1963,6.098666714,5318993,Licoagrone,CC(=CCC1=CC2=C(C=C1O)OC(C2=O)(C3=CC(=C(C=C3C=C4C(=O)C5=C(O4)C(=C(C=C5)O)CC=C(C)C)O)O)C(=O)C6=CC(=C(C=C6)O)CC=C(C)C)C,71.76873129,52.50411078,92.87543202,42.4495232,75.27262637,7.47821137,0.50382146,0.42605677,0.53362947,0.33121936,0.35294,3.1456754,1.30389479,1.47554205,-0.95554773,7.5567,525.81,742.821,18.73362277,13.39996348,11.86482275,0.2982137,0.270988022,0.260030684,0.246087213,0.237186025,0.225917224,0.219630581,0.211747766,0.208198872,0.203330554,0.202728729,0.199884067,0.198542697,0.196842644,0.191457181,0.190686854,0.189232662,0.187031253,0.185051537,0.183786367,0.182878879,0.181392733,0.180560822,0.1788205,0.177897958,0.176475779,0.173541815,0.172312782,0.170957705,0.169825419
kampo_0547,6.04447148,6440013,4-Coumaroyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O,30.91445614,30.34999464,92.13994937,34.26234126,79.18336572,8.22503631,0.39960469,1.19530331,0.12661768,0.86057236,0.8786625,3.68873295,1.47879159,2.12038887,-1.30698759,2.9386,525.621,913.678286,21.78401599,10.77486545,10.44891329,0.254103776,0.208125208,0.205161873,0.193035287,0.187571512,0.183066362,0.182972572,0.181606857,0.177465439,0.172407848,0.169822535,0.166035731,0.164630733,0.162158656,0.15991045,0.157517524,0.156553322,0.155622646,0.152186154,0.151480724,0.149342891,0.14781092,0.146393594,0.144944341,0.144404332,0.142651317,0.142211098,0.141753491,0.141220997,0.141095465
kampo_2332,5.990983169,5320384,Palmidin A,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)CO)C=C(C=C3O)O,46.23245046,55.33906963,92.5612064,35.53061861,78.90261706,7.92513545,0.41021262,0.33400849,0.89664843,0.27807329,0.30666742,3.63909845,1.0621705,1.1887158,-0.54026488,3.2607,341.253,510.498,12.86650354,11.43440791,7.434295394,0.261103423,0.252761418,0.249513449,0.242960227,0.235504687,0.235094978,0.228388718,0.21847895,0.215642723,0.207202354,0.203136426,0.197285354,0.195236236,0.192867751,0.188910928,0.178980527,0.177977112,0.176956699,0.17622698,0.174767123,0.171523645,0.168936041,0.166306336,0.165532767,0.163781385,0.163089569,0.160740693,0.159923237,0.158838572,0.158262906
kampo_1179,5.983734983,73644,Casuarictin,C1C2C(C3C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)O3)O)O)O)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O,57.16199947,39.80706321,91.44973018,54.63620049,77.24145997,7.63347625,0.33388305,0.32862806,-0.05437029,0.38543619,0.34489316,3.58148297,0.60805319,0.50503126,-1.55001284,5.0632,530.12,936.649,17.30373602,16.47218452,10.82239577,0.219149263,0.218555349,0.208346355,0.205006253,0.204285919,0.203185956,0.202466036,0.198605787,0.198035488,0.196251595,0.192667091,0.192152492,0.191901746,0.19069049,0.183688464,0.180599953,0.178699071,0.178008794,0.176189721,0.17525719,0.172950536,0.172595316,0.171685609,0.167743018,0.167344412,0.165557432,0.16402047,0.163076271,0.162882366,0.162551407
kampo_0759,5.93010938,467312,"8-((5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)-3-(3,4,5-trihydroxyphenylcarbonyloxy)chroman-8-yl)methyl)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate",C1C(C(OC2=C1C(=CC(=C2CC3=C(C=C(C4=C3OC(C(C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)C6=CC(=C(C(=C6)O)O)O)O)O)O)O)C7=CC(=C(C(=C7)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,43.79483336,15.22711259,91.34148559,37.7763725,77.35797972,7.55659755,0.4401371,0.36918578,-0.45549853,0.75622443,0.68179119,3.61743523,0.51991976,0.56556784,-1.36713152,5.1634,575.975,928.761,22.11876917,11.02459429,10.99413822,0.202860331,0.202560363,0.197308709,0.195511066,0.194613109,0.192233756,0.190879765,0.190269612,0.189386766,0.189168227,0.18299936,0.182969225,0.177138505,0.176934782,0.172440551,0.171957217,0.171042504,0.167268834,0.165617754,0.165480721,0.162816067,0.162416761,0.16060645,0.159058374,0.158722601,0.158523826,0.158185298,0.157661564,0.156467588,0.15628663
kampo_1123,5.928805947,6119622,Caffeoyl-coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)O)O,21.65883496,23.40286251,92.45554052,27.83032314,78.1859655,7.88456412,0.47785291,0.7769067,-0.27293449,0.67360694,1.35057009,3.60607437,2.03671831,1.52706744,-1.37549455,8.3905,583.472,929.677286,16.95744511,16.92886317,9.124428446,0.230579446,0.205659756,0.198168919,0.186330774,0.184665386,0.181501379,0.180710917,0.177204423,0.176928521,0.176329525,0.168135046,0.167481744,0.164826108,0.162593695,0.161357989,0.160467281,0.156357496,0.151798048,0.148681198,0.145957701,0.145755597,0.144460656,0.144427274,0.143504965,0.143049238,0.141390719,0.140878802,0.140872848,0.140138457,0.140052099
kampo_2437,5.925542593,3086518,"Procyanidin B-5 3,3'-di-O-gallate",C1C(C(OC2=C1C(=C(C(=C2)O)C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,37.14423445,43.38679436,92.56140739,44.00305805,80.13747404,7.28601246,0.41737347,0.37998882,-0.64813255,0.51034148,0.75516456,3.5868215,0.43469762,0.46445095,-1.49575792,4.5578,560.834,882.736,23.77529937,11.87708529,11.05437902,0.205351459,0.20268353,0.198428447,0.194027824,0.19020447,0.189681335,0.189616595,0.189386766,0.188320371,0.186476709,0.172854871,0.172610212,0.171756381,0.166878046,0.16649185,0.166295274,0.165837479,0.164365549,0.164157788,0.163730434,0.162306044,0.162032536,0.161329354,0.160593554,0.160053778,0.159971845,0.159068495,0.158901672,0.15803031,0.156739812
kampo_2732,5.894600722,442543,Theasinensin A,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3C4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,58.98861493,50.72373458,92.03143381,52.09012795,79.88263607,7.34008561,0.41500802,0.41113698,-0.17781272,0.87622875,0.71827624,3.75454765,0.49217869,0.52265501,-1.182937,5.0002,529.339,914.734,15.54459262,13.68465877,11.44223891,0.214109838,0.206696982,0.205309298,0.203388452,0.201385532,0.197558181,0.195507244,0.195003998,0.192652243,0.190686854,0.190265992,0.188618745,0.187624301,0.187564475,0.182418505,0.181021686,0.179571901,0.179208258,0.178887676,0.173656334,0.172458394,0.170791276,0.170601883,0.169955302,0.167103922,0.16644197,0.165856733,0.16498111,0.164625313,0.164182045
kampo_1190,5.84706546,72284,Chebulinic acid,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C(C(C(=O)O3)CC(=O)O)C(C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O,55.7898829,33.5329183,92.08280805,47.98522646,79.02135564,7.88505664,0.69143232,0.36887639,0.04372045,0.53651139,0.53353287,3.58774477,0.43247639,0.45430125,-1.44418845,5.283,580.091,956.68,20.39942239,13.80607584,10.01211559,0.206075094,0.203902698,0.202778059,0.201710505,0.200449006,0.199230968,0.198822968,0.194046649,0.193326374,0.191204589,0.190788721,0.189861401,0.187991127,0.185456501,0.178826896,0.172914649,0.169715896,0.169462803,0.168421053,0.168259523,0.166314634,0.166093644,0.164295337,0.162192847,0.161759948,0.158858759,0.157997851,0.157830774,0.15695384,0.155262627
kampo_2035,5.832529179,14430290,Lyciumin A,CC(C)C1C(=O)NCC(=O)NC(C(=O)NC(CC2=CN(C(C(=O)N1)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C4CCCN4C(=O)C5CCC(=O)N5)C6=CC=CC=C26)C(=O)O)CO,32.981624,7.628477033,92.95135892,47.0985224,77.15729499,7.9470003,0.12918476,0.85263709,-0.4798336,0.39716277,0.74718576,3.92286537,0.80314572,0.73581999,-1.56938762,10.1421,574.887,873.921,21.25013658,12.05853994,10.38491928,0.201284193,0.196962833,0.193948798,0.190226179,0.187052244,0.185587291,0.184668797,0.183506441,0.181103646,0.179391504,0.174073494,0.171376669,0.164408786,0.163961305,0.16284258,0.160166573,0.158180294,0.153548506,0.152804731,0.151779616,0.149792537,0.149227004,0.148789597,0.146842878,0.146436469,0.145951311,0.14476389,0.143961533,0.14307175,0.142712392
kampo_2715,5.829824969,11968391,Tenuifoliside C,COC1=CC(=CC(=C1O)OC)C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)OC(=O)C=CC4=CC(=C(C(=C4)OC)OC)OC)CO)O)O)O,21.59911752,21.55531074,90.78412485,46.77240444,71.90374857,7.55348434,0.36593488,0.29557839,0.55428126,0.4722488,0.48413702,2.97818599,0.52638699,0.5350156,-1.00657761,5.1033,518.976,768.718,26.20932378,14.5385745,9.030688292,0.240783993,0.236535232,0.21978505,0.214702851,0.203413275,0.200984826,0.191986484,0.174043198,0.171889235,0.170102742,0.166636117,0.1663174,0.164606344,0.163947865,0.163620597,0.160779459,0.155872496,0.15562749,0.155219247,0.154609688,0.152895847,0.14927824,0.148614909,0.145887433,0.145861898,0.145454545,0.144870848,0.142998098,0.142744986,0.142352807
kampo_1077,5.829091089,134737870,CID 134737870,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C2C=C3C(CC(CC3(O2)C)O)(C)C)C)C,25.28458521,10.62709222,87.76039584,23.04347182,64.30408688,6.10691438,0.29886276,0.27317204,0.67217101,0.31445875,0.29866875,2.13277695,1.20607288,0.89275617,-0.52222453,2.2335,512.955,584.885,29.1045386,9.582749396,9.018087402,0.324591015,0.246931871,0.243789463,0.210672678,0.204725054,0.189505202,0.186494097,0.18169595,0.17781255,0.169353746,0.16782184,0.16559033,0.163158753,0.162680983,0.160189665,0.157121534,0.155115716,0.151251607,0.150053269,0.149734222,0.149193609,0.147510031,0.146612518,0.145895947,0.145165271,0.143748383,0.142973564,0.142219188,0.141878183,0.140546162
kampo_2929,5.810354745,471122,"beta-D-Glucopyranose, cyclic 4-7:6-5-((2S,6S)-3,6-dihydro-2,9,10,11,11-pentahydroxy-3-oxo-2,6-methano-2H-1-benzoxocin-5,7-dicarboxylate) 1,2,3-tris(3,4,5-trihydroxybenzoate)",C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C7=C6C8C(=CC(=O)C(C8(O)O)(O7)O)C(=O)O1)O)O,74.9214398,54.89658454,91.88850844,43.88262202,75.69051899,7.81963595,0.42429867,0.40932473,1.07260102,0.6354778,0.64627676,3.36638138,0.61681595,0.49291719,-1.27275806,8.5169,525.168,954.664,20.46486557,11.5633829,10.88095054,0.282933454,0.256943909,0.239257345,0.216020047,0.215160187,0.212838413,0.212454057,0.209349551,0.207813799,0.206761088,0.200932326,0.196862019,0.196699384,0.196066898,0.195259109,0.19388863,0.193184453,0.191336293,0.189150337,0.187729969,0.186462801,0.185150898,0.184338593,0.183678342,0.17994026,0.179150468,0.177654604,0.175611127,0.173922118,0.172259354
kampo_1189,5.79164129,442674,Chebulagic acid,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C(C(C(=O)O3)CC(=O)O)C(C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O,60.79962193,28.9060472,92.56344799,51.91190651,75.47541504,7.77333834,0.44721224,0.46854648,0.12759401,0.72329912,0.70005032,3.88006302,0.57527673,0.55647229,-1.49424199,11.261,542.595,954.664,18.65319287,15.29913355,9.16538512,0.215591583,0.212129569,0.20564284,0.202187671,0.200593758,0.200244298,0.199453497,0.197484053,0.192470552,0.189186121,0.18877185,0.18844813,0.18594273,0.18483605,0.184604024,0.18273518,0.182026685,0.180933254,0.178900478,0.178148326,0.174501797,0.173292205,0.172732455,0.168873277,0.167210099,0.167022982,0.165163677,0.163818947,0.162016785,0.161316341
kampo_2862,5.773546176,467308,"[(2R,3R)-6-[(2R,3R,4S)-5,7-Dihydroxy-3-(3,4,5-trihydroxybenzoyl)oxy-2-(3,4,5-trihydroxyphenyl)chroman-4-yl]-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] 3,4,5-trihydroxybenzoate",C1C(C(OC2=C1C(=C(C(=C2)O)C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)C7=CC(=C(C(=C7)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,53.578415,30.07192205,91.92670016,47.93988309,79.02750285,7.3682041,0.4725718,0.42023199,-0.31088104,0.67124312,0.9461817,3.87263033,0.66759385,0.65464414,-1.42525939,5.7125,535.139,914.734,19.17009376,16.41627247,10.42217332,0.20890783,0.20055755,0.199608767,0.196128425,0.19315087,0.192994307,0.191274077,0.190715948,0.189595025,0.187490625,0.187300993,0.187041748,0.18406376,0.181943889,0.180992199,0.179846411,0.175373985,0.173692529,0.170065135,0.169250559,0.167965601,0.166677779,0.166508484,0.164660552,0.162400935,0.16161355,0.159678089,0.158674749,0.157850705,0.157579578
kampo_2733,5.76868939,467316,Theasinensin F,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3C4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,45.17367458,42.29208404,91.70123427,47.12554519,79.61843909,7.45645128,0.42537867,0.44425549,-0.53372607,0.76072704,1.03386398,3.7303802,0.5621915,0.64509417,-1.29435679,5.4017,544.181,898.735,19.6528606,14.34466052,9.911564295,0.20760671,0.204637076,0.197882656,0.19573302,0.193858561,0.192759937,0.190599626,0.190153834,0.188012334,0.186769265,0.186323831,0.183644611,0.183126705,0.176737774,0.176457094,0.174581006,0.17292362,0.172866823,0.172066693,0.171909919,0.170233049,0.169940861,0.168486319,0.16778805,0.167059256,0.166286978,0.165691846,0.163502886,0.163326637,0.163251979
kampo_2107,5.754616395,525358,Methyl ethyl trisulfide,CCSSSC,12.65752919,0.85826771,65.08832208,28.58530722,42.80646535,8.87753405,0.80942711,0.5699167,-0.92859741,1.60293334,1.31069455,4.03585198,2.13209069,1.93379787,-0.11012727,1.4223,97.954,140.277,9.589934114,5.41130448,5.229124891,0.230653904,0.218751367,0.198617621,0.196618168,0.175349384,0.158130268,0.152497141,0.14852441,0.131703719,0.129974785,0.127147198,0.125817816,0.125303862,0.123426314,0.122036049,0.120071082,0.113446856,0.112262425,0.111424337,0.108369366,0.105678083,0.105085066,0.10347468,0.101807076,0.101301727,0.100956054,0.099866179,0.099429276,0.098418416,0.098376783
kampo_2653,5.733889885,10056408,Soystatin,CC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CCSC)C(=O)NC(CC5=CC=C(C=C5)O)C(=O)O)N,22.38531066,9.413882426,92.88924726,34.5580472,80.38549765,7.39045453,0.33096793,0.28842408,-1.13413543,0.51738668,0.34074784,3.97245905,0.51513661,0.52322208,-1.30304581,7.0145,615.857,855.024,20.85416202,13.47835025,12.66987255,0.195304871,0.194571456,0.192563209,0.189904668,0.188125517,0.180551042,0.179205046,0.178878077,0.176775266,0.175901495,0.174031082,0.172771251,0.163743839,0.162414124,0.158187801,0.157035176,0.154347189,0.151742766,0.15105512,0.149714046,0.149709563,0.147924618,0.147407833,0.146068565,0.145921494,0.144732462,0.143764916,0.14249886,0.1422637,0.141586906
kampo_0619,5.733540258,5322074,"5,7,4'-Trihydroxy-6-methoxyflavanone",COC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O,16.27252238,11.00059398,91.25229015,43.31565616,75.54370954,7.98122521,0.54990709,0.72721587,-0.26915515,0.31893332,0.31175343,3.63757083,1.13436618,1.25864616,-0.40402566,3.2019,195.957,302.282,16.33699234,7.641242332,6.089273381,0.238709061,0.231679911,0.20451989,0.187402785,0.176432188,0.163915616,0.159989761,0.1562964,0.151779616,0.151217299,0.149729738,0.146051498,0.141300815,0.140856974,0.139126563,0.138834898,0.136950657,0.136813878,0.136408899,0.134898152,0.134253417,0.133879562,0.129822922,0.128511579,0.126708987,0.126241905,0.125346269,0.124764507,0.123048149,0.12266176
kampo_2928,5.729947035,151590,"beta-D-Glucopyranose, cyclic 4,6-((1S)-4,4',5,5',6,6'-hexahydroxy(1,1'-biphenyl)-2,2'-dicarboxylate) 1,2,3-tris(3,4,5-trihydroxybenzoate)",C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O,63.50347153,40.57319813,91.76774824,41.71078317,75.4871645,7.6496491,0.44885632,0.67260557,0.14240631,0.65407162,1.14530473,3.88180343,0.94206577,0.94574578,-1.67120329,8.3281,522.566,938.665,17.48655783,16.39890952,8.24866829,0.214836617,0.211559618,0.205888408,0.205663986,0.203256164,0.201223439,0.200855645,0.198882282,0.196163051,0.19585953,0.194397465,0.19199017,0.189818154,0.188476544,0.184962545,0.184542703,0.184073924,0.183133413,0.180603215,0.178450337,0.177660916,0.174693849,0.174322322,0.172208924,0.169087435,0.168491997,0.168016398,0.16752383,0.167151406,0.166783415
kampo_2832,5.71675742,5281703,Wogonin,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,22.69105325,36.28195313,91.37817585,38.46212145,78.29412395,7.874319669,0.560895689,0.672379946,0.275047373,0.388821951,0.40460112,3.636331318,1.234490416,1.370098911,-0.381383498,3.6607,180.208,284.267,13.24878766,9.791001335,4.662655985,0.24197256,0.234345707,0.208376745,0.197749609,0.193341325,0.190378282,0.169695736,0.161543059,0.158800737,0.158107766,0.157143755,0.152239442,0.149249276,0.148546473,0.145989664,0.144421016,0.142385237,0.140548138,0.139991321,0.137568612,0.137198677,0.136330793,0.135063953,0.134536991,0.133654103,0.133304895,0.130585808,0.129382844,0.12879627,0.126770026
kampo_1105,5.709423743,154728402,CID 154728402,C1C(C(OC2=C1C(=CC(=C2CC3=C(C=C4C(=C3O)CC(C(O4)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O,48.03644102,42.56725681,91.28021204,36.46206306,78.49686676,7.63107977,0.43867397,0.38702858,-0.20890047,0.50948407,0.4640251,3.70008946,0.48122925,0.48327987,-1.80915952,7.9732,632.787,1080.866,20.6557292,19.82730999,11.48162289,0.206253609,0.201336877,0.200791117,0.200320513,0.197937491,0.197429468,0.196151507,0.194174757,0.193764653,0.190934433,0.189175384,0.187122247,0.187052244,0.181241504,0.180440274,0.179943498,0.175626548,0.175235692,0.174773232,0.172971477,0.171538356,0.170948938,0.169727418,0.169221918,0.168120913,0.16588975,0.164568419,0.164519685,0.16264394,0.162408848
kampo_2609,5.705487701,5281794,Shogaol,CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC,11.08008649,2.685950962,87.89730408,49.03893265,66.91431456,7.67680019,0.305157378,0.300028023,-0.66618645,0.444544991,0.429696792,4.86658656,0.712400796,1.875017982,-0.311910414,3.5357,232.438,276.376,15.31024082,8.314012242,7.652475032,0.270197244,0.191684717,0.186046512,0.166414272,0.161767799,0.157905541,0.145190563,0.142460289,0.141803744,0.140932409,0.134152558,0.128267618,0.124280725,0.123379107,0.122494978,0.122440983,0.121988411,0.120872214,0.120349978,0.119706002,0.119497156,0.118125118,0.117540581,0.116983692,0.115870827,0.11551746,0.115257832,0.114512121,0.114396843,0.113627325
kampo_0524,5.69865945,5322078,4'-Hydroxywogonin,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)O,23.6505525,36.71528096,91.65678361,42.29903532,78.64230729,7.87202638,0.55286085,0.56161218,0.20806183,0.37418771,0.38792056,3.70482744,1.24186895,1.32231337,-0.43762553,6.7339,196.591,300.266,13.87518668,9.563581233,4.712410003,0.239572602,0.233672158,0.211291413,0.20327269,0.194685097,0.189933523,0.171367858,0.164628023,0.16161355,0.159895109,0.157460477,0.157119065,0.151469252,0.147479574,0.145844879,0.144719895,0.143829016,0.140540237,0.139580978,0.137820778,0.136139625,0.134442936,0.13390466,0.13324983,0.132128323,0.131192275,0.129962961,0.129560531,0.12909889,0.128341697
kampo_2522,5.698133405,5281252,Rubixanthin,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C,31.27512081,29.27357556,87.8873397,16.39912852,60.42645955,6.37742302,0.41965865,0.38059263,0.73456176,0.39600195,0.38459945,2.11214067,1.00951748,1.01187695,-0.35769022,2.7343,503.712,552.887,25.67100395,11.10484458,10.06070976,0.321295463,0.264655286,0.247005064,0.229315722,0.215364073,0.212566959,0.20423168,0.190074319,0.186337718,0.181745484,0.177047555,0.175907684,0.171068838,0.17024754,0.164997443,0.163305299,0.161015039,0.160402932,0.159543069,0.157950435,0.15662443,0.154722119,0.154161592,0.151027744,0.150348809,0.14996101,0.148242584,0.147477399,0.146425748,0.145492638
kampo_2707,5.689324065,439533,Taxifolin,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,22.94239677,12.51257885,88.760774,30.0536219,73.97713552,7.83016933,0.31666012,0.3154212,0.00458913,0.34996801,0.34571521,3.72334616,1.13735939,0.78969151,-0.55862305,2.7957,181.002,304.254,14.12068611,8.468979825,5.365400684,0.230744381,0.226050002,0.207352728,0.203074549,0.189850588,0.17616489,0.165491676,0.160629668,0.155132561,0.152418113,0.149264871,0.146462205,0.144508671,0.142724613,0.142435939,0.139897315,0.135382116,0.134368869,0.132705195,0.131399138,0.130703577,0.13030844,0.128623981,0.128453802,0.128264327,0.127122953,0.12490788,0.124703828,0.124334809,0.123655249
