,index,pIC50,index,number,cid,name,smiles,rex,rUV,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,T_mu,Vmol,MW,B1,B2,B3,nuclear_repulsion_energy,E0,dE1,dE2,dE3,dE4,dE5,dE6,dE7,dE8,dE9,dE10,dE11,dE12,dE13,dE14,dE15,dE16,dE17,dE18,dE19,dE20,dE21,dE22,dE23,dE24,dE25,dE26,dE27,dE28,dE29,dE30,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
1572,1572,4.641819962,1572,kampo_1806,6432469,Isomenthone,CC1CCC(C(=O)C1)C(C)C,1.587496938,0.015904422,80.21437984,7.069697288,47.47639188,8.874432056,0.257621775,0.171618579,-1.923161778,0.663776399,0.469251763,3.949691235,1.19648288,0.489007112,-0.139365952,2.7929,1.8686,135.917,154.253,10.43175539,6.876089118,5.399765601,663.4063115,-466.9358751,4.0409,7.7945,7.9483,8.1245,8.6759,8.8344,8.9799,9.1849,9.2796,9.3569,9.5317,9.5655,9.6585,9.837,9.9789,10.1931,10.2983,10.3227,10.5079,10.6047,10.6112,10.7011,10.7453,10.7643,10.8031,10.8676,10.8891,10.9436,11.0464,11.116,0.247469623,0.128295593,0.125813067,0.123084498,0.115261817,0.113193878,0.111359815,0.108874348,0.107763266,0.106873003,0.10491308,0.104542366,0.103535746,0.101657009,0.100211446,0.098105581,0.097103405,0.09687388,0.095166494,0.094297811,0.094240048,0.093448337,0.093063944,0.092899678,0.092566023,0.092016637,0.091834954,0.091377609,0.090527231,0.089960417
2509,2509,4.641687913,2509,kampo_2845,5315396,Yinyanghuo D,CC(=CCC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)C,16.86436974,19.61378767,90.52192023,32.87998739,76.90352585,7.73638335,0.24893956,0.24519097,-0.26421908,0.30310196,0.34028199,3.52847839,0.57718803,0.65019378,-0.67399334,2.5614,1.5785,242.657,338.359,16.32601173,9.263236026,5.95605838,2027.7779,-1148.627969,3.8012,4.6582,5.0344,5.0787,5.2498,5.5657,5.8191,5.8429,5.9779,6.0475,6.1966,6.335,6.4422,6.5447,6.7159,6.7523,6.8239,6.8498,7.0671,7.1074,7.1952,7.2906,7.3261,7.3386,7.3857,7.4119,7.4287,7.523,7.5526,7.5941,0.263074818,0.214675196,0.198633402,0.196900782,0.190483447,0.179671919,0.17184788,0.171147889,0.167282825,0.165357586,0.161378821,0.157853197,0.155226475,0.152795392,0.148900371,0.148097685,0.146543765,0.145989664,0.141500757,0.140698427,0.138981543,0.137162922,0.136498273,0.136265773,0.13539678,0.134918172,0.134613055,0.132925695,0.132404735,0.131681174
1213,1213,4.641599528,1213,kampo_1412,11966109,Ent-Kaurene,CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C,1.87E-94,1.47E-23,84.01224449,5.005269598,54.76863563,8.66423889,0.421828949,0.341250892,-2.657598315,0.860080662,0.451794573,4.443362884,2.808683419,1.611039826,-0.043694335,0.635,0.3534,223.911,272.476,11.62432204,8.022851557,7.314557752,1796.935892,-781.0751409,7.3087,7.6108,8.1602,8.2621,8.3533,8.694,8.9187,9.0659,9.1063,9.1233,9.2038,9.2245,9.287,9.3558,9.4024,9.5013,9.5594,9.6839,9.713,9.728,9.7416,9.8267,9.9004,9.904,9.9581,9.9709,10.0145,10.0394,10.057,10.1272,0.136823238,0.131392232,0.122546016,0.121034604,0.119713167,0.115021854,0.112123964,0.110303445,0.109814085,0.109609461,0.108650775,0.10840696,0.107677399,0.106885568,0.106355824,0.105248755,0.104609076,0.103264181,0.102954803,0.102796053,0.102652542,0.101763563,0.10100602,0.100969305,0.100420763,0.100291849,0.09985521,0.099607546,0.099433231,0.098743977
314,314,4.640923945,314,kampo_0352,129417,2-Carboxy-D-arabinitol 1-phosphate,C(C(C(C(COP(=O)(O)O)(C(=O)O)O)O)O)O,1.881488686,0.220450463,83.59135191,25.99550707,62.61012888,9.70470736,1.25487199,1.45747095,-2.37468845,2.44494372,3.1499761,5.4057427,2.16183993,1.22488275,-0.74807392,1.7406,2.4239,172.307,276.133762,11.71890923,7.901252839,6.796242979,1591.492799,-1329.746427,5.4976,7.83,8.1157,8.2211,8.3332,8.3593,8.576,8.6768,8.7415,8.7899,8.8989,9.2513,9.3151,9.3382,9.4151,9.5282,9.6011,9.6346,9.6794,9.7102,9.7599,9.8127,9.8408,9.9309,9.9631,9.9772,10.0214,10.0845,10.1104,10.1507,0.181897555,0.127713921,0.12321796,0.121638224,0.12000192,0.119627242,0.116604478,0.115249862,0.114396843,0.113766937,0.112373439,0.108092917,0.107352578,0.107087019,0.106212361,0.104951617,0.104154732,0.103792581,0.103312189,0.102984491,0.102460066,0.101908751,0.101617755,0.100695808,0.100370367,0.100228521,0.099786457,0.09916208,0.098908055,0.098515373
1872,1872,4.639537527,1872,kampo_2122,518720,Methylcyclodecane,CC1CCCCCCCCC1,0,1.33E-134,77.40524024,2.905127642,42.87468505,10.1109956,1.067919368,0.606219474,-4.12323921,0.297314542,0.275343074,9.992612237,3.550676042,6.443183274,-0.010802168,0.1274,0.2348,154.537,154.297,8.95355863,8.362571421,5.304206639,688.5326354,-432.2229553,9.8897,9.9575,10.0045,10.1147,10.1603,10.2853,10.3397,10.3845,10.4421,10.4525,10.4928,10.5588,10.592,10.6137,10.6602,10.6801,10.6981,10.8424,10.9029,10.9483,10.9682,10.9874,11.0192,11.062,11.1093,11.1363,11.1593,11.1891,11.2285,11.2699,0.101115302,0.100426814,0.09995502,0.098866007,0.098422291,0.097226138,0.096714605,0.096297366,0.095766177,0.095670892,0.095303446,0.094707732,0.094410876,0.094217851,0.09380687,0.093632082,0.093474542,0.092230502,0.091718717,0.091338381,0.091172663,0.091013343,0.09075069,0.090399566,0.090014672,0.089796431,0.089611356,0.089372693,0.089059091,0.088731932
2203,2203,4.638968757,2203,kampo_2517,10728239,Rotundine A,CC1=NC=CC2=C1CC(C2(C)C)CCC(=O)C,6.108723882,0.463593286,86.65382528,20.2198544,59.02316375,8.718093215,0.202476642,0.336871907,-1.504323917,0.254404564,0.260281024,4.922600676,2.152708686,1.08210283,-0.279463473,3.4687,3.3526,200.172,231.339,11.41825655,8.0388233,6.391994003,1240.023841,-713.9407596,4.0951,5.1334,5.561,5.6278,6.404,7.1397,7.1867,7.4576,7.6513,7.8608,7.975,7.9875,8.0216,8.0414,8.2187,8.3431,8.3577,8.4645,8.5605,8.6005,8.7219,8.7738,8.786,8.9143,9.0371,9.0636,9.1335,9.2051,9.225,9.2968,0.244194281,0.194802665,0.179823773,0.177689328,0.156152405,0.140061907,0.139145922,0.134091397,0.130696744,0.127213515,0.12539185,0.125195618,0.124663409,0.124356455,0.121673744,0.119859525,0.119650143,0.118140469,0.116815607,0.11627231,0.114653917,0.1139757,0.113817437,0.112179307,0.110654967,0.110331436,0.109487053,0.10863543,0.108401084,0.107563893
2640,2640,4.638944069,2640,kampo_2992,534485,"p-Menth-6-en-2-ol, (2S,4S)-(+)-",CC1=CCC(CC1O)C(C)C,2.55E-73,9.38E-19,78.79138798,8.685699807,48.39459535,8.731208726,0.434896324,0.50760564,-2.692625566,0.916109607,0.714654547,4.510193916,3.068307217,1.510424868,-0.134191781,1.6139,1.4696,145.14,154.253,10.67184197,6.283701529,5.734668064,654.7903991,-466.9163014,7.085,7.2667,8.1881,8.3327,8.6736,8.7671,8.971,9.3101,9.3832,9.436,9.4983,9.7023,9.8866,9.979,10.0893,10.1269,10.1691,10.2311,10.289,10.4289,10.4511,10.4892,10.5865,10.6539,10.6561,10.6961,10.8251,10.8845,10.9463,10.9783,0.14114326,0.137614048,0.122128455,0.120009121,0.115292381,0.114062803,0.111470293,0.107410232,0.10657345,0.105977109,0.105281998,0.103068345,0.101147007,0.100210442,0.099114904,0.098746902,0.098337119,0.097741201,0.097191175,0.09588739,0.095683708,0.095336155,0.094459925,0.093862341,0.093842963,0.09349202,0.0923779,0.091873765,0.09135507,0.091088784
1098,1098,4.638828805,1098,kampo_1280,5281437,Costunolide,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C,4.513325215,0.030480729,87.46415319,27.10411215,56.80019647,8.490693473,0.379843709,0.314637391,-0.854833374,0.490558084,0.488646811,4.004138704,2.625294232,1.35755747,-0.260338521,4.3287,4.551,185.412,232.323,10.68216254,9.065087577,6.725091172,1259.432109,-733.7325584,4.7535,5.8474,6.1154,6.6151,6.706,6.7979,6.9912,7.2595,7.2735,7.6037,7.7306,7.8805,7.9397,8.0233,8.0812,8.1175,8.2113,8.2856,8.3782,8.4437,8.625,8.6583,8.8025,8.831,8.8599,8.9273,8.9892,9.0718,9.1145,9.1536,0.210371305,0.171016178,0.163521601,0.151169294,0.149120191,0.147104253,0.143036961,0.137750534,0.137485392,0.13151492,0.129356066,0.126895502,0.125949343,0.124636995,0.123743998,0.123190638,0.121783396,0.12069132,0.11935738,0.118431493,0.115942029,0.115496114,0.11360409,0.113237459,0.112868091,0.112015951,0.111244605,0.110231707,0.109715289,0.109246635
234,234,4.637910721,234,kampo_0265,68406,1-Octacosanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,2.68E-193,8.02E-52,80.07421182,5.512430491,48.73303512,9.75546921,0.83659648,0.26399649,-3.40329636,0.31506038,0.41360066,7.86376103,4.75536959,3.11866305,-0.13520438,1.6359,1.7296,390.912,410.771,23.50342702,10.625362,7.264265888,2715.732119,-1176.616983,8.1192,9.6468,9.6883,9.7102,9.7251,9.7414,9.8261,9.8586,9.9234,9.9573,10.0227,10.0407,10.0577,10.0944,10.1444,10.171,10.2144,10.2479,10.2715,10.3429,10.3706,10.3881,10.3988,10.4164,10.4461,10.4566,10.4712,10.479,10.4913,10.5256,0.123164844,0.103661318,0.103217283,0.102984491,0.102826706,0.102654649,0.101769776,0.101434281,0.100771913,0.100428831,0.099773514,0.09959465,0.09942631,0.099064828,0.098576555,0.098318749,0.097901003,0.097580968,0.097356764,0.096684682,0.096426436,0.096263994,0.096164942,0.096002458,0.095729507,0.09563338,0.095500038,0.095428953,0.095317072,0.09500646
2600,2600,4.637231225,2600,kampo_2948,10889018,beta-Santalene,CC(=CCCC1(C2CCC(C2)C1=C)C)C,8.62E-69,4.70E-18,83.29797019,5.219146696,54.82914957,8.330356873,0.37730476,0.271708964,-2.489495559,0.674351573,0.374623905,4.472801512,3.876647414,1.619387998,-0.056447614,0.3093,0.5359,196.9,204.357,12.18100584,7.588946355,6.809522745,1048.671449,-585.7568663,7.0325,7.3682,7.3862,7.6085,8.0102,8.057,8.2389,8.3541,8.4916,8.7082,8.8754,8.928,8.966,9.1297,9.213,9.234,9.3322,9.4579,9.5282,9.5966,9.7198,9.7574,9.8053,9.8251,9.8539,9.9306,9.9522,9.9901,10.0051,10.0558,0.142196943,0.135718357,0.135387615,0.131431951,0.124840828,0.124115676,0.121375426,0.119701703,0.117763437,0.114834294,0.112670978,0.112007168,0.111532456,0.109532624,0.108542277,0.10829543,0.107155869,0.105731716,0.104951617,0.104203572,0.102882775,0.102486318,0.101985661,0.101780135,0.101482662,0.10069885,0.100480296,0.100099098,0.099949026,0.099445096
2565,2565,4.636438461,2565,kampo_2911,5281534,alpha-Sinensal,CC(=CCC=C(C)C=C)CCC=C(C)C=O,1.977086003,1.423310631,85.92470974,7.975510493,55.48886888,8.157102994,0.844485521,0.406677673,-0.796452092,0.375508289,0.371981336,3.586127567,2.374764596,1.204111239,-0.21834305,3.2571,3.9097,185.421,218.34,15.33594798,8.068097951,6.692245422,998.9362155,-659.7018956,3.7432,5.7765,6.0414,6.1111,6.4047,6.5272,7.03,7.296,7.4091,7.5805,7.6182,7.6872,7.8306,8.0747,8.0835,8.1505,8.2631,8.2961,8.3223,8.367,8.5047,8.6289,8.7303,8.7399,8.801,8.8575,8.9061,8.9386,8.9553,8.9929,0.267151101,0.173115208,0.165524547,0.163636661,0.156135338,0.15320505,0.142247511,0.137061404,0.13496916,0.13191742,0.131264603,0.130086377,0.127704135,0.12384361,0.12370879,0.122691859,0.121019956,0.120538566,0.120159091,0.119517151,0.117582043,0.115889627,0.114543601,0.114417785,0.113623452,0.112898673,0.112282593,0.111874343,0.111665718,0.111198835
142,142,4.636198503,142,kampo_0170,14287405,(6S)-2-Methyl-6-[(1S)-4-methylidenecyclohex-2-en-1-yl]hept-2-en-4-one,CC(CC(=O)C=C(C)C)C1CCC(=C)C=C1,2.004466078,0.870333278,86.30152146,19.7392289,55.27416909,8.007913244,0.448665716,0.330133321,-0.785492426,0.379023869,0.508795441,3.614988316,2.479450619,1.124041539,-0.169458597,2.8602,2.2672,203.837,218.34,14.4840929,7.768577017,6.524889101,1072.688184,-659.7482054,3.7543,5.7589,5.8227,5.9828,6.8412,7.2083,7.316,7.4407,7.4785,7.5326,7.6052,7.6645,7.8888,7.9324,7.9744,8.1471,8.1745,8.2065,8.2386,8.5648,8.589,8.6485,8.723,8.7345,8.8966,8.921,8.9942,8.9987,9.1334,9.2046,0.266361239,0.173644272,0.171741632,0.167145818,0.146173186,0.138728965,0.136686714,0.134395957,0.133716654,0.132756286,0.131488981,0.130471655,0.126761992,0.126065251,0.125401284,0.122743062,0.122331641,0.121854627,0.121379846,0.116756959,0.116427989,0.115626987,0.114639459,0.114488523,0.112402491,0.112095057,0.111182762,0.111127163,0.109488252,0.108641332
402,402,4.636108514,402,kampo_0464,4426320,"3,6,9-Trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one",C=C1CCC2C(C3C1CCC3=C)OC(=O)C2=C,5.895757847,0.024947074,87.51145954,29.02609669,65.17899389,8.900570589,0.407184723,0.3594735,-0.908384731,0.488829832,0.492388677,5.763381555,2.747242614,2.993216911,-0.259709212,4.7837,4.5659,177.982,230.307,10.02455633,9.926956186,6.019635911,1251.256911,-732.545877,4.8209,6.3638,6.4162,6.8367,7.077,7.2025,7.2643,7.3776,7.5172,7.5999,7.8306,7.874,7.8908,8.1214,8.321,8.4522,8.4999,8.532,8.6132,8.6647,8.7049,8.7428,8.7627,8.8033,8.8716,8.9724,8.9927,9.056,9.0857,9.1406,0.207430148,0.157138816,0.155855491,0.146269399,0.141302812,0.13884068,0.137659513,0.135545435,0.133028255,0.131580679,0.127704135,0.127000254,0.126729863,0.12313148,0.120177863,0.118312392,0.117648443,0.117205813,0.116100868,0.115410805,0.114877827,0.114379833,0.114120077,0.113593766,0.112719239,0.1114529,0.111201308,0.110424028,0.110063066,0.109402009
1074,1074,4.635724457,1074,kampo_1237,7794,Citronellal,CC(CCC=C(C)C)CC=O,2.041780449,2.38E-19,81.98108261,19.94425297,48.58331242,8.63527474,0.351974802,0.534678816,-2.034615177,0.762363893,0.503382302,3.857415686,1.093042005,0.549432865,-0.168281912,2.7835,1.7512,150.212,154.253,11.23076219,6.867598533,6.394787603,604.4576217,-466.8939825,3.9564,7.0388,7.3308,8.1724,8.3883,8.4023,8.5943,8.7054,8.7192,8.8585,9.0473,9.2034,9.2498,9.3355,9.685,9.7275,9.7614,9.8375,9.9054,9.9829,10.0333,10.0591,10.134,10.2846,10.3845,10.4425,10.4611,10.5449,10.5879,10.6535,0.25275503,0.142069671,0.13641076,0.122363076,0.119213667,0.119015032,0.11635619,0.114871229,0.114689421,0.112885929,0.110530213,0.108655497,0.108110446,0.10711799,0.103252452,0.102801336,0.102444322,0.101651842,0.100955035,0.100171293,0.099668105,0.099412472,0.098677719,0.097232756,0.096297366,0.095762509,0.095592242,0.094832573,0.094447435,0.093865866
510,510,4.635646362,510,kampo_0577,13888973,4-O-Methylsappanol,COC1C2=C(C=C(C=C2)O)OCC1(CC3=CC(=C(C=C3)O)O)O,8.710806167,2.565726005,90.42434703,42.82223909,75.2717265,7.41624675,0.41105181,0.32844928,-1.81663384,0.28864857,0.64422178,4.88255517,1.65697302,1.43718814,-0.49069052,1.5816,2.2459,203.561,318.325,10.6858462,8.636849238,6.867983478,2140.678214,-1109.549096,5.1282,5.1847,5.7373,5.9607,6.0045,6.2114,6.2985,6.3604,6.4245,6.6693,6.6952,6.8322,6.8481,7.0634,7.1758,7.2206,7.2536,7.3868,7.4574,7.5692,7.6236,7.7581,7.9024,7.9923,8.0568,8.0929,8.1898,8.2156,8.2749,8.2997,0.195000195,0.19287519,0.174298015,0.167765531,0.16654176,0.160994301,0.158767961,0.157222816,0.155654137,0.149940773,0.149360736,0.146365739,0.146025905,0.141574879,0.139357284,0.138492646,0.137862579,0.135376618,0.134094993,0.132114358,0.131171625,0.128897539,0.126543835,0.125120428,0.124118757,0.1235651,0.122103104,0.121719655,0.120847382,0.120486283
2363,2363,4.635517325,2363,kampo_2688,5281798,Suspensaside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C3=CC(=C(C=C3)O)O)O)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O,20.96666597,13.32648258,91.23008451,37.19273188,72.56810968,7.49838316,0.67998139,0.51452218,0.23627447,0.67985377,0.61855881,3.12758825,2.09252807,0.80258109,-1.21317331,4.4085,3.7265,411.888,640.591,19.76995386,12.35037776,8.861094146,5938.881166,-2329.413709,4.3404,4.8989,4.949,5.1213,5.1676,5.8088,5.9724,6.048,6.148,6.4849,6.5961,6.675,6.7477,6.8174,6.8768,6.9375,6.9924,7.01,7.0663,7.1333,7.1758,7.271,7.2993,7.3281,7.39,7.4029,7.5632,7.5694,7.6389,7.673,0.230393512,0.204127457,0.202061022,0.195262922,0.19351343,0.172152596,0.167436876,0.165343915,0.162654522,0.154204382,0.151604736,0.149812734,0.148198645,0.146683486,0.145416473,0.144144144,0.143012413,0.142653352,0.141516777,0.140187571,0.139357284,0.137532664,0.136999438,0.13646102,0.135317997,0.135082198,0.132219166,0.132110867,0.1309089,0.130327121
1226,1226,4.634488007,1226,kampo_1426,9804842,Epigallocatechin 3-O-(3-O-methyl)gallate,COC1=CC(=CC(=C1O)O)C(=O)OC2CC3=C(C=C(C=C3OC2C4=CC(=C(C(=C4)O)O)O)O)O,28.24653816,5.626775782,90.38226686,43.3529188,76.15734345,7.7640153,0.34524255,0.27521042,-0.46584415,0.51389334,0.55772209,3.74793484,0.66046511,0.50952815,-0.66301506,4.4255,6.6945,271.45,472.402,16.33868831,9.714414732,7.374645919,3712.920799,-1715.334633,4.919,5.0347,5.2425,5.2579,5.3696,5.4281,5.6085,5.6969,5.8778,5.9385,6.0982,6.2589,6.3432,6.4625,6.4738,6.5895,6.6669,6.7247,6.7565,6.8031,6.8335,6.8467,6.912,7.0156,7.0411,7.1192,7.1675,7.2083,7.2494,7.2575,0.203293352,0.198621566,0.190748689,0.19019,0.186233611,0.184226525,0.178300793,0.175534062,0.170131682,0.168392692,0.163982815,0.159772484,0.157649136,0.154738878,0.154468782,0.151756582,0.14999475,0.148705518,0.148005624,0.146991813,0.146337894,0.146055764,0.144675926,0.142539483,0.142023263,0.140465221,0.139518661,0.138728965,0.13794245,0.137788495
507,507,4.634314954,507,kampo_0573,520181,4-Methyldocosane,CCCCCCCCCCCCCCCCCCC(C)CCC,0,1.18E-110,79.80899533,3.105766674,46.9862227,9.959838002,0.726904721,0.514423274,-3.40358592,0.217357876,0.170844889,9.377288207,5.741646415,5.051074936,-0.021701425,0.1528,0.1559,333.545,324.637,20.25037873,8.894589763,7.872377396,1933.744316,-904.9612772,9.457,9.546,9.6494,9.8899,9.9804,10.0048,10.0359,10.0946,10.1129,10.1926,10.2813,10.2903,10.3467,10.3754,10.402,10.4157,10.4507,10.4815,10.4899,10.5429,10.56,10.582,10.5989,10.6451,10.6727,10.6791,10.701,10.7175,10.7341,10.762,0.105741779,0.104755919,0.103633387,0.101113257,0.100196385,0.099952023,0.099642284,0.099062865,0.098883604,0.098110394,0.097263965,0.097178897,0.096649173,0.096381826,0.096135359,0.09600891,0.09568737,0.095406192,0.095329793,0.094850563,0.09469697,0.094500095,0.094349414,0.093939935,0.093697003,0.09364085,0.09344921,0.093305342,0.093161048,0.092919532
2193,2193,4.634208767,2193,kampo_2496,74978385,Rhamnetin 3-(4-rhamnosylrhamnoside),CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC)C5=CC(=C(C=C5)O)O)C)O)O)O,21.8820835,21.6119075,92.09320588,34.6338757,74.48690155,7.67901576,0.47921428,0.55676209,0.30551503,0.48055061,0.45898861,3.27566181,1.10164549,0.71744685,-0.81364318,4.5241,2.9553,407.433,608.549,17.19424979,12.22625529,9.827906257,5497.876316,-2213.746228,4.2212,4.2282,4.7415,4.9412,5.1572,5.4128,5.5867,5.8179,5.8344,5.9911,6.1739,6.2506,6.314,6.3443,6.5298,6.6586,6.7412,6.8137,6.9153,6.9365,6.958,6.9659,7.0137,7.0591,7.1595,7.2157,7.2635,7.3319,7.4341,7.4796,0.23689946,0.236507261,0.210903722,0.202379989,0.193903669,0.184747266,0.178996545,0.171883326,0.17139723,0.166914256,0.161972173,0.159984641,0.158378207,0.157621802,0.153144047,0.15018172,0.148341542,0.146763139,0.144606886,0.144164925,0.14371946,0.143556468,0.142578097,0.141661118,0.139674558,0.138586693,0.137674675,0.136390294,0.134515274,0.133696989
2320,2320,4.634003397,2320,kampo_2640,165549,Sophoridine,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,2.492097027,0.045885191,85.09270654,25.31034409,53.36725882,7.692639577,0.392383762,0.538289933,-3.028780981,1.220834657,1.040141481,5.381332149,1.597997757,1.211749585,-0.242610908,4.461,2.8072,199.393,248.37,11.19159674,9.022788497,5.887714917,1489.413367,-770.4873858,5.4744,6.9589,7.1679,7.6447,8.0724,8.1669,8.2721,8.426,8.585,8.6856,8.9217,8.9819,9.1097,9.1577,9.2254,9.259,9.281,9.3644,9.3945,9.4272,9.4558,9.5325,9.5904,9.6567,9.7233,9.766,9.7886,9.8468,9.9008,9.915,0.18266842,0.143700872,0.139510875,0.13080958,0.123878896,0.122445481,0.120888287,0.118680275,0.116482236,0.115133094,0.112086262,0.111335018,0.109773099,0.109197724,0.108396384,0.108003024,0.10774701,0.106787408,0.106445261,0.106076035,0.105755198,0.104904275,0.104270938,0.103555045,0.102845742,0.102396068,0.102159655,0.101555835,0.101001939,0.100857287
267,267,4.633619809,267,kampo_0301,14524444,"2'-(beta-D-Glucopyranosyloxy)-4,6'-dihydroxy-4'-methoxychalcone",COC1=CC(=C(C(=C1)OC2C(C(C(C(O2)CO)O)O)O)C(=O)C=CC3=CC=C(C=C3)O)O,16.13900757,11.63575323,91.69386567,44.46036504,78.24352109,7.58596666,0.34300036,0.31116513,-0.11334905,0.36581243,0.3589724,3.17009401,1.27007696,0.67958057,-0.82992733,7.5497,7.0054,300.882,448.424,13.73426436,10.67852829,8.016703518,3531.722158,-1604.376732,3.5445,4.3494,4.8207,5.047,5.0667,5.5712,5.9727,6.0669,6.2119,6.4026,6.5663,6.5911,6.7082,6.7404,6.8108,6.8571,6.9648,7.0914,7.1334,7.1976,7.2384,7.289,7.3572,7.389,7.4573,7.5385,7.571,7.6111,7.6264,7.7376,0.282127239,0.22991677,0.207438754,0.198137507,0.197367123,0.179494543,0.167428466,0.164828825,0.160981342,0.156186549,0.152292768,0.151719743,0.149071286,0.148359148,0.14682563,0.145834245,0.143579141,0.141015878,0.140185606,0.138935201,0.138152078,0.137193031,0.135921274,0.135336311,0.134096791,0.132652384,0.132082948,0.131387053,0.131123466,0.129239041
1127,1127,4.632938005,1127,kampo_1318,182142,Cyperine,CC1=CC(=CC(=C1)OC2=C(C=C(C=C2C)OC)O)O,11.05499313,2.234426893,86.48937376,43.95402034,67.24468657,7.727832625,0.48274801,0.605457212,-1.848749925,0.598128229,0.355440531,4.360487865,2.117867449,0.806555944,-0.427362442,3.2621,3.8044,184.567,260.289,13.14267997,8.035161956,7.635903291,1408.094201,-881.7648332,5.2786,5.3696,6.0637,6.2177,6.2432,6.5931,6.6644,6.7339,6.7794,6.8639,6.9422,7.0001,7.0803,7.2948,7.3544,7.3876,7.4575,7.7517,7.8569,7.9814,8.1564,8.2403,8.2658,8.291,8.3903,8.3953,8.4673,8.498,8.5775,8.6436,0.189444171,0.186233611,0.16491581,0.160831176,0.16017427,0.151673719,0.150051017,0.148502354,0.147505679,0.145689768,0.144046556,0.142855102,0.141236953,0.13708395,0.135973023,0.135361958,0.134093195,0.12900396,0.127276661,0.125291302,0.122603109,0.121354805,0.120980425,0.120612713,0.11918525,0.119114266,0.118101402,0.117674747,0.116584086,0.115692536
2219,2219,4.632537593,2219,kampo_2533,62367,Sabinene hydrate,CC(C)C12CCC(C1C2)(C)O,5.31E-194,8.73E-51,80.8214247,11.18094475,47.42262677,9.164210811,1.094983238,0.891734565,-3.84253682,0.332379154,0.617626135,7.883665859,4.74491905,3.127135575,-0.132880102,1.3377,1.843,141.967,154.253,10.05236768,6.47117421,6.361832657,689.2853712,-466.9103968,8.1251,8.8859,8.9596,9.4396,9.4993,9.5605,9.72,9.8373,9.9684,10.0541,10.1316,10.2495,10.3008,10.4062,10.4092,10.4514,10.4996,10.6095,10.6731,10.6838,10.7226,10.8537,10.9033,10.9402,10.9962,11.0462,11.0613,11.0988,11.1293,11.1665,0.123075408,0.112537841,0.111612126,0.105936692,0.105270915,0.10459704,0.102880658,0.101653909,0.100317002,0.099461911,0.098701094,0.097565735,0.097079838,0.096096558,0.096068862,0.095680961,0.095241723,0.094255149,0.093693491,0.093599656,0.093260963,0.092134479,0.091715352,0.091406007,0.090940507,0.09052887,0.090405287,0.090099831,0.089852911,0.089553575
380,380,4.631976922,380,kampo_0435,15228663,3'-Methoxyglabradin,CC1(C=CC2=C(O1)C=CC3=C2OCC(C3)C4=C(C(=C(C=C4)O)OC)O)C,14.68512891,9.341972246,89.36272088,40.56130661,69.13632702,7.27560452,0.2730515,0.33049147,-1.22853093,0.28392229,0.27548906,3.51112703,1.92698968,0.8233439,-0.37559098,4.4165,4.4059,247.595,354.402,17.2942083,7.51059247,6.585890819,2280.501249,-1189.125631,4.5736,4.8401,5.3224,6.025,6.0747,6.2567,6.4071,6.5139,6.5752,6.5931,6.6678,6.7414,6.8262,6.8522,7.0164,7.0349,7.0756,7.1918,7.3172,7.4721,7.4749,7.6162,7.7637,7.8003,7.8158,7.8354,8.0607,8.1332,8.1644,8.1701,0.218646143,0.206607302,0.187885165,0.165975104,0.164617183,0.159828664,0.156076852,0.153517862,0.152086629,0.151673719,0.149974504,0.148337141,0.146494389,0.145938531,0.142523231,0.142148431,0.141330771,0.139047248,0.136664298,0.133831185,0.133781054,0.131299073,0.128804565,0.128200197,0.127945956,0.127625903,0.124058705,0.122952835,0.122482975,0.122397523
